Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Target
1,0.088235294,0.5,0.027472527,0.5,1,0.666666667,1,1,0.482142857,1,0,0,1,0,0,0,1,0,0,0,0,0,1,-1
0.333333333,0.294117647,0.5,0.054945055,0,0.25,0.666666667,0.333333333,0,0.071428571,0.5,0,0,0,0,1,0,1,0,0,1,0,1,0,1
1,0.117647059,0.5,0.032967033,0,0.5,1,0.333333333,0,0.160714286,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
0,0.382352941,0.5,0.120879121,0,0.75,0.333333333,1,0,0.071428571,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
0.666666667,0.117647059,0.5,0.175824176,1,1,0.666666667,0.666666667,0.666666667,0.321428571,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-1
1,0.205882353,1,0.197802198,0,0.75,0.666666667,0,0.666666667,0.142857143,1,0.333333333,0,0,0,0,1,1,0,0,1,0,0,1,-1
0.333333333,0.205882353,0.5,0.153846154,0,0.75,0.333333333,1,0,0.375,1,0,0,0,0,0,0,1,0,1,0,0,0,1,-1
1,0.205882353,1,0.324175824,0,1,0.666666667,1,0.666666667,0.25,1,0.333333333,0,1,0,0,0,1,0,0,1,0,0,1,-1
1,0.088235294,1,0.104395604,0,0.25,0.333333333,0.666666667,0,0.071428571,1,0.333333333,0,0,0,0,0,1,0,1,0,0,0,1,-1
1,0.823529412,1,0.747252747,1,1,0.666666667,1,1,0.785714286,0,0,0,1,0,1,0,1,0,0,0,0,0,0,-1
0.333333333,0.823529412,0.25,0.802197802,0.25,1,0.333333333,1,1,0.732142857,0,0.333333333,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0.647058824,0.25,0.412087912,0,0.75,0.333333333,1,0.666666667,0.321428571,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0.205882353,0.75,0.115384615,0,0,1,0.666666667,0,0.267857143,1,0.333333333,0,0,0,0,0,1,0,0,1,0,0,1,-1
0,0.235294118,0.5,0.10989011,1,0.75,0.666666667,1,0.666666667,0.357142857,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
0.666666667,0.117647059,0.5,0.06043956,0,0.25,0.666666667,0,0,0.125,1,0,0,0,0,1,0,1,0,0,1,0,0,1,-1
1,0.205882353,1,0.10989011,0,0.5,0.333333333,0,0.666666667,0.107142857,1,0.333333333,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.205882353,0.5,0.049450549,1,0.25,0.333333333,0.333333333,0,0.035714286,1,0,0,1,0,0,0,1,0,1,0,0,0,1,-1
0.333333333,0.205882353,1,0.395604396,0,0,0.666666667,1,0.333333333,0.375,0.5,0.333333333,0,1,0,0,0,1,0,0,1,0,0,0,-1
1,0.205882353,0.5,0.087912088,0,0.5,1,0.333333333,0.333333333,0.196428571,1,0,0,1,0,1,0,1,0,0,1,0,0,0,-1
0,0.470588235,0.5,0.164835165,0,0.75,0.666666667,1,1,0.357142857,0,0,1,1,0,1,0,1,0,0,0,0,0,0,-1
0,0.029411765,1,0.098901099,0,0.75,0.333333333,1,0.666666667,0.214285714,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.073529412,1,0.120879121,0,0,0.666666667,0.666666667,0.666666667,0.214285714,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-1
0,0.117647059,0.5,0.131868132,0,0,0.333333333,1,1,0.642857143,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
0.333333333,0.117647059,0.5,0.054945055,0,1,0,0,0,0.482142857,1,0.333333333,0,0,0,1,0,1,0,1,0,0,0,1,1
1,0.294117647,0.75,0.461538462,0,0.25,0.666666667,0.333333333,0.666666667,0.142857143,0,0.333333333,0,1,0,0,0,1,0,0,1,0,0,1,1
1,0.294117647,0.5,0.164835165,0.5,1,0,0.333333333,0.666666667,0.125,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-1
0.666666667,0.117647059,1,0.038461538,0.5,0.75,1,0.333333333,0,0.160714286,1,0.666666667,0,1,0,1,0,1,0,0,1,0,0,1,1
1,0.088235294,0.5,0.076923077,0.5,0.5,0.666666667,0.333333333,1,0.375,1,0,1,0,1,1,0,1,0,1,0,0,1,0,-1
0,0.294117647,0.5,0.065934066,1,0.5,0.333333333,0.333333333,0.333333333,0.285714286,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1
1,0.161764706,0.5,0.164835165,0.75,0.75,0.333333333,0.666666667,0.666666667,0.017857143,1,0,0,0,0,1,0,1,0,1,0,0,0,1,-1
0.333333333,0.117647059,0.5,0.098901099,1,0.5,0.666666667,0.333333333,0.666666667,0.196428571,1,0,0,0,0,0,1,1,0,0,1,0,0,1,-1
0.333333333,0.117647059,1,0.043956044,0,0.75,0.666666667,0.666666667,0,0.5,1,0.333333333,1,0,0,1,0,1,0,0,1,0,1,0,-1
0.333333333,0.117647059,0.5,0.142857143,1,1,0.333333333,0.333333333,0.333333333,0.107142857,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
1,0.205882353,1,0.049450549,0.75,0.5,0.666666667,0.666666667,0,0.482142857,1,0.333333333,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.014705882,0.5,0.175824176,0,0.75,0.666666667,1,0,0.982142857,1,0,0,0,0,0,0,1,0,0,1,0,1,0,-1
1,0.029411765,0.5,0.027472527,0.5,0.75,1,1,0,0.071428571,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-1
1,0.294117647,1,0.06043956,0.75,1,0.333333333,1,0,0.321428571,1,0.333333333,0,1,0,1,0,1,0,0,1,0,0,1,-1
0,0.558823529,1,0.175824176,0,0,0.666666667,1,0.666666667,0.821428571,1,0.333333333,0,0,0,0,0,0,1,0,1,1,0,0,-1
0.666666667,0.117647059,0.25,0.021978022,0,0.25,0.333333333,0,0,0.125,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
0,0.117647059,0.5,0.076923077,0,0.5,0.333333333,0.666666667,0.333333333,0.196428571,1,0,0,0,0,0,0,0,1,0,1,0,0,1,-1
0.333333333,0.235294118,0.75,0.131868132,0,0.5,0.666666667,0.666666667,0.666666667,0.178571429,0,0.333333333,0,1,0,0,0,1,0,0,1,0,0,1,-1
1,0.117647059,0.5,0.027472527,0,1,0.666666667,1,0.666666667,0.392857143,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
0.333333333,0.647058824,1,0.269230769,0,0.5,0.333333333,0.666666667,0.666666667,0.196428571,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,0.073529412,1,0.054945055,1,1,0.333333333,1,0.333333333,0.392857143,1,0.333333333,0,0,0,0,0,1,0,1,0,0,1,0,-1
0.666666667,0.117647059,0.5,0.065934066,1,1,0.333333333,1,0,0.642857143,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-1
1,0.470588235,1,0.598901099,1,0.5,0.666666667,0.333333333,0.666666667,0.196428571,1,0,0,1,0,0,1,1,0,0,1,0,0,0,-1
1,0.029411765,0.5,0.016483516,0,0.5,0.333333333,0,0,0.178571429,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.294117647,0.5,0.137362637,0,1,0.666666667,1,0.666666667,0.285714286,1,0,0,1,0,0,1,1,0,0,1,0,0,0,-1
1,0.294117647,0.5,0.137362637,0,0.25,0.333333333,0,1,0.178571429,1,0,0,1,0,0,1,1,0,0,1,0,0,0,-1
0,0.102941176,1,0.203296703,0,0.5,0.666666667,0.333333333,0,0.303571429,1,0.333333333,1,0,0,1,0,1,0,1,0,0,0,1,-1
0,0.117647059,0.5,0.175824176,0,1,0.666666667,1,1,0.285714286,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1
0,0.029411765,0.5,0.005494505,0,0.25,0.333333333,0,0,0.142857143,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
0,0.294117647,0.75,0.082417582,0,0.25,0.333333333,0.333333333,0.666666667,0.178571429,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
1,0.647058824,0.75,0.384615385,1,1,0.666666667,0.666666667,0.666666667,0.232142857,0,0.333333333,1,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.294117647,0.75,0.247252747,0,0.75,0.666666667,0.666666667,0.666666667,0.285714286,1,0.333333333,0,1,0,0,1,1,0,0,1,0,1,0,-1
0,0.073529412,0.5,0.027472527,0,0.5,0.666666667,0.666666667,0.666666667,0.160714286,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1
1,0.514705882,0.5,0.131868132,0.5,0.5,0.666666667,1,0.666666667,0.089285714,1,0,0,0,0,0,1,1,0,0,1,0,0,1,-1
0.333333333,0.117647059,0.5,0.043956044,0.25,0.75,0.666666667,1,0,0.357142857,1,0,0,0,0,0,0,1,0,0,1,0,1,0,-1
0,0.161764706,1,0.071428571,0,1,0.666666667,1,0.666666667,0.446428571,1,0.333333333,1,1,0,0,0,1,0,0,1,0,0,1,-1
0,0.382352941,0.5,0.186813187,0.75,1,0.333333333,1,0.333333333,0.678571429,1,0.333333333,0,1,0,0,0,1,0,1,0,0,0,1,-1
1,0.161764706,0.75,0.043956044,0.75,0.75,0.333333333,0.333333333,0.333333333,0.196428571,1,0.333333333,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.117647059,1,0.054945055,0.5,0.5,0.666666667,1,0,0.446428571,1,0,0,1,0,1,0,1,0,0,1,0,0,1,-1
0.333333333,0.029411765,0.75,0.054945055,0,0,0.666666667,1,0.333333333,0.5,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
1,0.117647059,0.5,0.159340659,0,0.5,0.666666667,1,0.666666667,0.589285714,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
1,0.088235294,0.5,0.065934066,0.25,0.5,0.666666667,0.333333333,0,0.285714286,1,0,0,0,1,1,0,1,0,1,0,0,1,0,-1
1,0.117647059,1,0.093406593,0,1,0.666666667,0.333333333,1,0.125,1,0.333333333,0,0,0,0,0,1,0,0,1,0,0,1,-1
0.333333333,0.338235294,0,0.445054945,0,1,0.333333333,1,1,0.410714286,1,0.333333333,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0.117647059,1,0.104395604,0,0.5,0.666666667,0.333333333,0,0.357142857,1,0.333333333,1,0,1,1,0,1,0,1,0,0,1,0,-1
0.333333333,0.470588235,0.5,0.483516484,0.25,0.25,0.666666667,0,1,0.178571429,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
0.666666667,0.029411765,1,0.06043956,0.25,1,0,1,0.666666667,0.160714286,1,0.333333333,1,1,0,1,0,1,0,0,1,0,0,1,-1
0,0.294117647,0.5,0.159340659,0,0.25,0.333333333,0,0.333333333,0.142857143,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1
0.666666667,0.073529412,0.5,0.049450549,0.25,1,0,1,0,0.535714286,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
0.333333333,0.294117647,1,0.054945055,0.25,0.25,0.666666667,1,1,0.339285714,0,0.333333333,1,0,0,0,0,1,0,0,1,0,0,1,1
0,0.294117647,0.5,0.054945055,0,0.25,0.333333333,1,0.333333333,0.089285714,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
1,0.088235294,0.5,0.06043956,1,0.5,0.666666667,1,0.333333333,0.142857143,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
1,0.514705882,0.5,0.461538462,0.25,1,0.666666667,0.333333333,0.666666667,0.464285714,1,0,0,1,0,0,1,1,0,0,1,0,0,0,-1
0,0.117647059,0.5,0.032967033,0,0.75,0.666666667,0.333333333,0,0.125,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1
1,0.470588235,0.5,0.247252747,0,0.5,0.666666667,0.333333333,1,0.232142857,1,0,0,1,0,0,1,1,0,0,0,0,0,0,-1
0.666666667,0.161764706,0.5,0.137362637,0,0.75,0.666666667,1,0.333333333,0.125,1,0,0,1,0,0,0,1,0,1,0,0,0,1,-1
0.333333333,0.117647059,0.75,0.021978022,0,0.5,1,1,0,0.017857143,1,0.333333333,0,0,0,0,0,0,1,1,0,0,0,1,-1
0,0.029411765,1,0.065934066,0,0.25,0.666666667,1,0,0.375,1,0,1,0,1,1,0,1,0,0,1,0,1,0,-1
1,0.470588235,1,0.379120879,0,0.25,0.333333333,1,0.333333333,0.071428571,1,0.333333333,0,1,0,0,0,1,0,1,0,0,0,1,1
0,0.029411765,0.5,0.054945055,0.25,1,0.666666667,0.333333333,0.333333333,0.428571429,1,0,0,1,0,1,0,1,0,0,1,0,0,1,-1
1,0.294117647,1,0.291208791,0,1,0.666666667,1,1,0.446428571,1,0.333333333,0,0,0,0,0,1,0,0,0,0,0,1,-1
0,0.647058824,0,0.379120879,0,0.5,0.666666667,1,1,0.607142857,1,0.333333333,1,0,0,0,0,1,0,0,0,0,0,1,1
1,0.294117647,0.5,0.181318681,0.25,0.75,0.333333333,1,0.666666667,0.071428571,1,0,0,0,0,0,1,1,0,0,1,0,0,1,-1
0.333333333,0.323529412,0.5,0.428571429,0,0.25,0.666666667,0.666666667,0.666666667,0.196428571,1,0.333333333,0,0,0,0,1,1,0,0,1,0,0,1,-1
0,0.029411765,0.5,0.027472527,0,0.25,0.666666667,1,0,0.392857143,1,0,1,1,0,1,0,1,0,0,1,0,1,0,-1
1,0.117647059,0.75,0.071428571,0,0.5,1,1,0,0.392857143,1,0,0,0,0,0,1,1,0,1,0,0,0,1,-1
1,0.294117647,0.5,0.06043956,0.25,0.75,1,0.666666667,0.333333333,0.125,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
0.666666667,0.25,1,0.115384615,0,0.25,0,0,0.666666667,0.25,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
0.666666667,0.205882353,0.5,0.153846154,0,0.25,0.333333333,0,0.333333333,0.464285714,0.5,0,0,0,0,0,0,1,0,0,1,0,1,0,-1
1,0.294117647,0.75,0.098901099,0,1,0.666666667,1,1,0.732142857,1,0.333333333,0,1,0,1,0,1,0,0,0,0,0,1,-1
0,0.382352941,0.5,0.340659341,1,1,0.666666667,1,0.333333333,0.214285714,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0.666666667,0.205882353,0.5,0.148351648,0,0.5,0.666666667,0,0,0.267857143,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1,0.117647059,1,0.06043956,0,1,0.666666667,1,0,0.75,1,0.333333333,0,0,0,1,0,1,0,0,1,0,1,0,-1
1,0.294117647,1,0.098901099,0,0.5,0.333333333,1,0.666666667,0.321428571,1,0,0,1,0,1,0,1,0,0,1,0,0,1,-1
1,0.647058824,1,0.478021978,1,0.75,0.666666667,0,1,0.285714286,1,0.333333333,0,1,0,0,1,1,0,0,0,0,0,1,-1
1,0.117647059,1,0.043956044,1,0.75,0.333333333,1,0,0.071428571,1,0.333333333,0,0,0,0,0,1,0,0,1,0,0,1,-1
0.333333333,0.117647059,0.5,0.06043956,0,0.25,0.666666667,0,0.666666667,0.053571429,0.5,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0.333333333,0.205882353,0,0.115384615,0.25,0.25,0.333333333,0.666666667,0.666666667,0.160714286,1,0.333333333,0,0,0,1,0,1,0,0,1,0,0,1,1
1,0.25,0,0.263736264,1,0.5,0.333333333,1,0.333333333,0.178571429,0,0.333333333,0,1,0,1,0,1,0,0,1,0,0,1,1
0,0.294117647,0.25,0.186813187,0,0.75,0.666666667,1,0.666666667,0.142857143,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0,0.294117647,0.25,0.071428571,0,0.75,0.666666667,1,0.666666667,0.089285714,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0.333333333,0.470588235,0.5,0.67032967,1,0.5,0.666666667,1,1,0.321428571,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
0.333333333,0.294117647,0.75,0.076923077,0.25,0.75,0.333333333,0.333333333,0.333333333,0.071428571,1,0.333333333,0,1,0,0,0,1,0,1,0,0,0,1,-1
0,0.647058824,0.5,0.362637363,0,0.5,0.333333333,0.333333333,0.666666667,0.214285714,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
0.333333333,0.073529412,0.5,0.049450549,0,1,0.666666667,1,0.666666667,0.142857143,1,0.333333333,0,0,0,0,0,1,0,0,1,0,1,0,-1
0.333333333,0.117647059,0.5,0.148351648,0,0.75,0.333333333,0,0,0.142857143,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.294117647,1,0.093406593,1,0.5,0.333333333,0.333333333,0.666666667,0.25,1,0.333333333,0,1,0,0,0,1,0,0,1,0,0,1,-1
0.333333333,0.470588235,1,0.142857143,0,0.25,0,1,0.666666667,0.142857143,1,0.333333333,0,0,0,1,0,1,0,0,1,0,0,1,1
1,0.294117647,0.5,0.038461538,0,0.25,1,0.666666667,0.666666667,0.142857143,1,0.333333333,0,0,0,0,0,1,0,0,1,0,1,0,-1
1,0.073529412,0.5,0.065934066,0,0.5,0.333333333,0.333333333,0,0.125,1,0,0,0,0,0,0,1,0,1,0,0,0,1,-1
0.333333333,0.470588235,0.5,0.120879121,0,0.25,0.666666667,0,1,0.25,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
1,0.117647059,0.5,0.104395604,1,1,0.333333333,1,1,0.589285714,1,0,0,1,0,1,0,1,0,0,0,0,0,0,-1
0,0.205882353,0.5,0.098901099,0,0.5,0.333333333,1,0,0.017857143,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
0,0.117647059,0.5,0.06043956,0,0.5,0.666666667,0,0.333333333,0.035714286,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1
0,0.117647059,1,0.010989011,0,0.75,0.333333333,0.666666667,0,0.696428571,1,1,0,1,0,0,0,1,0,0,1,0,1,0,-1
0.333333333,0.294117647,0.75,0.098901099,1,0.5,0.333333333,1,0.666666667,0.410714286,1,0.333333333,0,1,0,1,0,1,0,1,0,0,0,1,-1
1,0.25,0.5,0.076923077,0.75,1,0.333333333,1,0,0.303571429,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-1
0.333333333,0.294117647,0.5,0.137362637,0,0.5,0.333333333,1,0.333333333,0.017857143,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0.294117647,0.25,0.065934066,1,1,0.666666667,0.666666667,0.666666667,0.375,0.5,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0.333333333,0.029411765,0.25,0.038461538,0.25,0.25,0.333333333,0,0.333333333,0.232142857,0.5,0,0,0,0,1,0,1,0,0,1,0,1,0,1
1,0.294117647,0.75,0.203296703,0,0.5,0.666666667,0.333333333,1,0.232142857,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-1
0.333333333,0.044117647,0.5,0.115384615,0,0.25,0.333333333,0,0,0.464285714,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1
0.333333333,0.073529412,0.5,0.038461538,0,0.5,0.333333333,0,0.333333333,0.196428571,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0.333333333,0.294117647,0.25,0.087912088,0,0.75,0.333333333,1,1,0.267857143,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1,0.470588235,0.5,0.17032967,0,0.5,0.333333333,0.333333333,0.666666667,0.160714286,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0.666666667,0.088235294,0.5,0.06043956,0,0.25,0.333333333,0.333333333,0.333333333,0.071428571,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
0,0.294117647,0.25,0.142857143,0.5,0.5,0.666666667,1,0,0.053571429,0.5,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
1,0.161764706,0.5,0.06043956,1,1,0.666666667,1,1,0.464285714,0,0,1,0,0,0,1,1,0,0,0,0,0,1,-1
0,0.25,0.5,0.175824176,0.75,0.25,0.333333333,0.333333333,0.666666667,0.178571429,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.205882353,0.75,0.087912088,0,0.75,0.333333333,0,0,0.053571429,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0.333333333,0.647058824,0,0.659340659,1,0.5,0.666666667,0.333333333,0.666666667,0.517857143,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-1
0.333333333,0.823529412,0.75,0.494505495,1,0.5,0.666666667,0.333333333,1,0.142857143,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
0,0.029411765,1,0.192307692,0,0.5,0.666666667,0.666666667,0,0.321428571,1,0.666666667,1,0,0,1,0,1,0,1,0,0,0,1,-1
0.333333333,0.382352941,0.5,0.175824176,0.25,0.5,0.333333333,1,0.666666667,0.035714286,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
1,0.117647059,0.5,0.021978022,0,0.5,0,0.333333333,0,0.535714286,1,0,0,0,0,1,0,1,0,0,1,0,1,0,-1
0,0.205882353,0.5,0.131868132,0,0.5,0.666666667,1,1,0.821428571,1,0.333333333,0,0,0,0,0,1,0,0,0,0,0,1,1
1,0.558823529,1,0.208791209,0.5,0.5,0.666666667,1,0,0.303571429,1,0.333333333,0,1,0,0,0,1,0,0,1,0,0,1,-1
1,0.073529412,0.5,0.098901099,0,0.25,0.333333333,0.333333333,0.666666667,0,1,0.333333333,0,0,0,0,0,0,1,1,0,0,0,1,1
1,0.294117647,0.5,0.065934066,0.5,0.75,0.333333333,0,0.666666667,0.160714286,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.823529412,0.75,0.851648352,0,0.75,0.666666667,1,0.666666667,0.035714286,1,0.333333333,0,1,0,0,0,1,0,0,1,0,0,1,-1
0,0.558823529,0.75,0.230769231,0,0.75,0.666666667,0.333333333,0.333333333,0.125,0,0.333333333,1,1,0,0,0,1,0,0,1,0,0,1,1
0,0.205882353,0.5,0.032967033,0,0,0.333333333,0,0,0.142857143,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
0.333333333,0.161764706,0.5,0.06043956,0,1,0.666666667,1,0.666666667,0.339285714,1,0.333333333,0,0,0,0,0,1,0,0,1,0,1,0,-1
1,0.161764706,0.5,0.241758242,0.25,0.5,0.666666667,0.333333333,0.333333333,0.375,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0,0.382352941,0,0.241758242,0,0.5,0,0.333333333,0,0.232142857,1,0.333333333,0,0,0,0,0,0,0,0,1,0,0,1,-1
0,0.117647059,0.5,0.027472527,0,0.5,0.666666667,1,0.666666667,0.375,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1
0,0.647058824,0.5,0.401098901,0,0.75,0.666666667,0,1,0.553571429,1,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
0.333333333,0.470588235,0.75,0.434065934,0.25,1,0.666666667,1,0.666666667,0.410714286,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,0.147058824,0.5,0.208791209,0,0,0.666666667,1,1,0.053571429,1,0,0,0,0,1,0,1,0,0,0,0,0,1,-1
1,0.647058824,0.5,0.549450549,1,0.75,0.666666667,0.666666667,0.666666667,0.321428571,0.5,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
0.333333333,0.205882353,1,0.340659341,0,1,0.666666667,0,1,0.392857143,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
0.666666667,0.117647059,0.5,0.06043956,0,0.5,1,1,0,0.071428571,1,0,0,0,0,0,0,1,0,1,0,0,0,1,-1
0,0.117647059,0.5,0.038461538,1,0.5,1,0.333333333,0.666666667,0.071428571,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1
1,0.25,0.5,0.10989011,0,1,0.666666667,0.333333333,0,0.553571429,1,0.333333333,0,0,0,0,0,1,0,0,1,0,0,1,-1
0.333333333,0.029411765,0.75,0.043956044,0,0,0.666666667,0,0.333333333,0.285714286,0.5,0.333333333,0,1,0,0,0,1,0,0,1,0,0,0,-1
0.666666667,0.029411765,1,0.043956044,0,0.5,0.333333333,1,0.333333333,0.553571429,1,0,0,0,0,0,0,1,0,0,1,0,1,0,-1
0.666666667,0.382352941,1,0.153846154,0,1,0.666666667,1,0.333333333,0.5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.294117647,1,0.214285714,0.25,0.5,0.666666667,0.666666667,0.333333333,0.142857143,1,0.333333333,0,1,0,0,0,1,0,0,1,0,1,0,-1
1,0.823529412,0.5,0.56043956,0,1,0.666666667,1,0.333333333,0.410714286,1,0,0,1,0,1,0,1,0,0,1,0,0,0,-1
0.333333333,1,0.5,0.296703297,0.25,0.5,1,0.333333333,0.666666667,0.089285714,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0,0.294117647,0.5,0.120879121,0,1,0.666666667,1,0,0.803571429,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-1
1,0.029411765,0.5,0.071428571,0,0.25,0.333333333,0.333333333,1,0.660714286,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
1,0.117647059,0.5,0.115384615,1,0.5,0.666666667,1,1,0.321428571,1,0,0,1,0,0,0,1,0,0,0,0,0,1,-1
0,0.117647059,0.5,0.192307692,0.75,0.5,0.666666667,0.666666667,0.333333333,0.214285714,1,0,1,0,0,1,0,1,0,0,1,0,0,1,-1
0,0.161764706,1,0.043956044,0,0.5,0,0.666666667,0.333333333,0.107142857,1,0.333333333,0,0,0,0,0,1,0,0,1,0,0,1,-1
0.333333333,0.161764706,0.5,0.131868132,0.25,0.5,0.333333333,0.333333333,0,0.107142857,1,0,0,0,0,0,0,1,0,0,1,0,1,0,-1
0,0.029411765,1,0.247252747,1,0.25,0.666666667,0.666666667,0,0.446428571,1,0.333333333,1,0,0,1,0,1,0,0,1,0,1,0,-1
1,0.294117647,0.5,0.115384615,0,0.75,0.666666667,0.333333333,0.666666667,0.160714286,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-1
1,0.029411765,0.5,0.054945055,0.5,0.5,0.666666667,1,0.333333333,0.553571429,1,0,0,0,0,0,1,1,0,1,0,0,0,1,-1
0.666666667,0.161764706,0.5,0.093406593,0,1,0.666666667,1,0.666666667,0.375,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-1
